"ロボットコード","回","キャンパスコード","A/B","ロボット名","フリガナ"
"128664602","28","6460","","あーちぇりん！","アーチェリン！"
"128664701","28","6470","","リボルバレル・ブラストフ","リボルバレル・ブラストフ"
"128664702","28","6470","","輪太鼓輪っくん","ワダイコワックン"
"128664801","28","6480","","ポールインワン","ポールインワン"
"128664802","28","6480","","おおしまアワサンゴ","オオシマアワサンゴ"
"128774901","28","7490","","Beehive","ビーハイヴ"
"128774902","28","7490","","迅","ジン"
"128775001","28","7500","","HIMEMADONNA","ヒメマドンナ"
"128775002","28","7500","","くま","クマ"
"128775101","28","7510","","Eclipse","エクリプス"
"128775102","28","7510","","Force","フォース"
"128775201","28","7520","","Hermit crab","ハーミットクラブ"
"128775202","28","7520","","なげ～るくん","ナゲールクン"
"128775301","28","7530","","AQSent","アクセント"
"128775302","28","7530","","COP-N","コップン"
"128775401","28","7540","A","￥猫","カネコ"
"128775402","28","7540","B","はちきんに簪","ハチキンニカンザシ"
"128885501","28","8550","B","Wanna Be","ワナビー"
"128885502","28","8550","A","風輪華山","フウリンカザン"
"128885601","28","8560","A","Fortress","フォートレス"
"128885602","28","8560","B","moment","モーメント"
"128885701","28","8570","A","輪射るどSPEED","ワイルドスピード"
"128885702","28","8570","B","Golgoole","グルグール"
"128885801","28","8580","A","はなkasaじいさん","ハナカサジイサン"
"128885802","28","8580","B","パっちん９－ぶ","パッチンキューブ"
"128885901","28","8590","A","豪開奔放","ゴウカイホンポウ"
"128885902","28","8590","B","投っ人","ナゲット"
"128886001","28","8600","A","花咲かぞうさん","ハナサカゾウサン"
"128886002","28","8600","B","KAMAITACHI","カマイタチ"
"128886101","28","8610","B","挑戦車","チャレンジャー"
"128886102","28","8610","A","八代の動く城","ヤツシロノウゴクシロ"
"128886201","28","8620","A","うり棒ブラザーズ","ウリボウブラザーズ"
"128886202","28","8620","B","進め！みやこのゾウ","ススメ！ミヤコノゾウ"
"128886301","28","8630","A","八砲美迅","ハッポウビジン"
"128886302","28","8630","B","竿輪舞","ロッドロンド"
"128886401","28","8640","A","機械熊蟲","メカニックマムシ"
"128886402","28","8640","B","ポールオブザリング","ポールオブザリング"
"129110101","29","1010","A","HYDRA","ヒュドラ"
"129110102","29","1010","B","sucfaro、sucforte","サクファロ　サクフォート"
"129110201","29","1020","A","航海していこうかい？","コウカイシテイコウカイ"
"129110202","29","1020","B","CRANES　CASTLE","クレインズ　キャッスル"
"129110401","29","1040","A","レタッチリ","レタッチリ"
"129110402","29","1040","B","息吹丸","イブキマル"
"129110501","29","1050","A","箱建て師","ハコダテシ"
"129110502","29","1050","B","Stern fort","シュテルンフォート"
"129220601","29","2060","A","サバーウォーズ","サバーウォーズ"
"129220602","29","2060","B","Pile Upple","パイルアップル"
"129220701","29","2070","A","忠犬 八公","チュウケン　ハッコウ"
"129220702","29","2070","B","矗 -NOV-","ノヴ"
"129220801","29","2080","A","キャリア↑High↑","キャリアハイ"
"129220802","29","2080","B","ゆきとら","ユキトラ"
"129220901","29","2090","A","ApiCherrys","アピチェリーズ"
"129220902","29","2090","B","ラ・ポン","ラ　ポン"
"129221001","29","2100","A","NARUKO","ナルコ"
"129221002","29","2100","B","ペレストロイカ","ペレストロイカ"
"129221101","29","2110","A","Marduox","マルドゥークス"
"129221102","29","2110","B","Spirale","シュピラーレ"
"129221201","29","2120","A","T B ©","ティービーシー"
"129221202","29","2120","B","T.T.T","ティー　ティー　ティー"
"129331301","29","3130","A","越後イン米ダーズ","エチゴインベイダーズ"
"129331302","29","3130","B","Wall-For-One","ウォールフォーワン"
"129331401","29","3140","A","叶","カナエ"
"129331402","29","3140","B","Avanzare","アヴァンツァーレ"
"129331501","29","3150","A","火花燐","ヒバリン"
"129331502","29","3150","B","BiG。Buddｈa","ビッグブッダ"
"129331601","29","3160","A","上州雷仁紅蚕","ジョウシウライジングサン"
"129331602","29","3160","B","TRAIL","トレイル"
"129331701","29","3170","A","小山座 Boon","オヤマザブーン"
"129331702","29","3170","B","宇都宮キャッツ","ウツノミーヤキャッツ"
"129331801","29","3180","A","ムサシ","ムサシ"
"129331802","29","3180","B","A RAFT","アラフト"
"129331901","29","3190","A","Tmitter","ツミッター"
"129331902","29","3190","B","Δｔ","デルタティー"
"129332001","29","3200","A","ボックス・ビルダー","ボックス　ビルダー"
"129332002","29","3200","B","T-76　A.P.C","ティーナナロク　エーピシ"
"129332101","29","3210","A","大島丸・風丸","オオシマル　カザマル"
"129332102","29","3210","B","Weed soul","ザッソウ　ダマシイ"
"129332301","29","3230","A","木更津☆ミソロジー","キサラヅ　ミソロジー"
"129332302","29","3230","B","伊能運搬隊","イノウウンパンタイ"
"129442401","29","4240","A","Qlip","キューリップ"
"129442402","29","4240","B","AK3-Y2s","アークスリーワイニス"
"129442501","29","4250","A","コニオン","コニオン"
"129442502","29","4250","B","桥梁","チィアォ　リィァン"
"129442601","29","4260","A","プロジェクトΛ","プロジェクトラムダ"
"129442602","29","4260","B","鱒寿司バックス","マスズシバックス"
"129442701","29","4270","A","鼓積","ツヅミツミ"
"129442702","29","4270","B","カリっちゃ","カリッチャ"
"129442801","29","4280","A","精巧蟹","セイコガニ"
"129442802","29","4280","B","九頭竜","クズリュウ"
"129442901","29","4290","A","ShiRaKaWa GO","シラカワ　ゴー"
"129442902","29","4290","B","のぶちゃんズ","ノブチャンズ"
"129443001","29","4300","A","くれてぃーぶ","クレティーブ"
"129443002","29","4300","B","軽銀高速道","ケイギンコウソクドウ"
"129443101","29","4310","A","バーティカルロール","バーティカルロール"
"129443102","29","4310","B","紺碧の開拓者","コンペキノパイオニア"
"129443201","29","4320","A","クーロン","クーロン"
"129443202","29","4320","B","ジグラー","ジグラー"
"129443301","29","4330","A","鳥羽の奇妙な物語","トバビザールテール"
"129443302","29","4330","B","海老船隊To橋s","エビセンタイトバッシーズ"
"129553401","29","5340","A","鶴 THE 塔","カクザトウ"
"129553402","29","5340","B","先鶴者","センカクシャ"
"129553501","29","5350","A","大阪秋の陣","オオサカアキノジン"
"129553502","29","5350","B","虎金独補","ココンドッポ"
"129553601","29","5360","A","天地開闢","テンチカイビャク"
"129553602","29","5360","B","あさごん","アサゴン"
"129553701","29","5370","A","神戸式一夜城","コウベシキイチヤジョウ"
"129553702","29","5370","B","海をWatar “Anchor”","ウミヲ　ワタランカー"
"129553801","29","5380","A","Δ","デルタ"
"129553802","29","5380","B","朱雀モン","スザクモン"
"129553901","29","5390","A","ベルベルトベルート","ベルベルトベルート"
"129553902","29","5390","B","傀儡丸 箱どん丸","カイライマル　ハコドンマル"
"129554001","29","5400","A","鵜赫乃力","ウカクノチカラ"
"129554002","29","5400","B","SANADaaaN","サナダァーン"
"129664101","29","6410","A","To be wow","トビウォ"
"129664102","29","6410","B","親亀子亀","オヤガメコガメ"
"129664201","29","6420","A","Re.∧","リターンブイ"
"129664202","29","6420","B","ウミ★BOYS","ウミ　ボーイズ"
"129664301","29","6430","A","橋渡　忠政","ハシワタリ　タダマサ"
"129664302","29","6430","B","モモペン","モモペン"
"129664401","29","6440","A","＃Aki嚴島","アキイツクシマ"
"129664402","29","6440","B","せとうちレモン（Ａ）","セトウチレモンカッコエー"
"129664501","29","6450","A","仝鯉昇","ドッコイショー"
"129664502","29","6450","B","SynchLoad","シンクロード"
"129664601","29","6460","A","黒猫号","クロネコゴウ"
"129664602","29","6460","B","フィシャ男","フィシャオ"
"129664701","29","6470","A","アンモナイトさん","アンモナイトサン"
"129664702","29","6470","B","LAST・GENPEI","ラストゲンペイ"
"129664801","29","6480","A","ファルコン","ファルコン"
"129664802","29","6480","B","おおしままる","オオシママル"
"129774901","29","7490","A","八機八構","ハッキヤコウ"
"129774902","29","7490","B","明日翔","アスカ"
"129775001","29","7500","A","Aika28","アイカトゥエンティエイト"
"129775002","29","7500","B","鷹","ホーク"
"129775101","29","7510","A","Eclipse II","エクリプス　ツー"
"129775102","29","7510","B","Noah","ノア"
"129775201","29","7520","A","giraffe","ジラフ"
"129775202","29","7520","B","しまなみ海銅","シマナミカイドウ"
"129775301","29","7530","A","R!SC","リスク"
"129775302","29","7530","B","√V","ルートブイ"
"129775401","29","7540","A","コチバ","コチバ"
"129775402","29","7540","B","土佐ワンコ隊","トサワンコタイ"
"129885501","29","8550","A","修羅の方舟","シュラノハコブネ"
"129885502","29","8550","B","KINJITO","キンジトウ"
"129885601","29","8560","A","GIEMON","ギエモン"
"129885602","29","8560","B","電機のかたまり","デンキノカタマリ"
"129885701","29","8570","A","極雅","キョクガ"
"129885702","29","8570","B","烈覇","レッパ"
"129885801","29","8580","A","らっきーせっと","ラッキーセット"
"129885802","29","8580","B","黄色い開拓者","イエロー　パイオニア"
"129885901","29","8590","A","ミツゴロウ","ミツゴロウ"
"129885902","29","8590","B","サラ万田ー","サラマンダー"
"129886001","29","8600","A","ジャイアントきりんぐぅ","ジャイアントキリングゥ"
"129886002","29","8600","B","志翼号","シヨクゴウ"
"129886101","29","8610","A","Rush","ラッシュ"
"129886102","29","8610","B","祭START","サイスタート"
"129886201","29","8620","A","M・Sea","エム　シー"
"129886202","29","8620","B","はにワッショイ","ハニワッショイ"
"129886301","29","8630","A","三匹の黒豚","サンビキノクロブタ"
"129886302","29","8630","B","斜塔鰤庵","シャトウブリアン"
"129886401","29","8640","A","10tacles","テンタクルス"
"129886402","29","8640","B","Trailblazer","トレイルブレイザー"
"130110101","30","1010","A","バスターチャンⅡ","ヨミカタガワカリマセン"
"130110102","30","1010","B","erisko","ヨミカタガワカリマセン"
"130110201","30","1020","A","鶴＆狐","ヨミカタガワカリマセン"
"130110202","30","1020","B","アレニン・サヴァニン","アレニン　サヴァニン"
"130110401","30","1040","A","蟲忍蟲武者","ヨミカタガワカリマセン"
"130110402","30","1040","B","苫コマイーヌ","トマコマイーヌ"
"130110501","30","1050","A","箱館海","ヨミカタガワカリマセン"
"130110502","30","1050","B","箱館三景","ヨミカタガワカリマセン"
"130220601","30","2060","A","斑鳩","ヨミカタガワカリマセン"
"130220602","30","2060","B","天晴マッシグラー","ヨミカタガワカリマセン"
"130220701","30","2070","A","烏合の衆","ヨミカタガワカリマセン"
"130220702","30","2070","B","HORNET","ヨミカタガワカリマセン"
"130220801","30","2080","A","しの☆もん","ヨミカタガワカリマセン"
"130220802","30","2080","B","Baison","ヨミカタガワカリマセン"
"130220901","30","2090","A","一夏の思い出","ヨミカタガワカリマセン"
"130220902","30","2090","B","甲鶴類","ヨミカタガワカリマセン"
